0,11919675.9010787,1200601167.27421,822918556.56267,29578205872.687
0.3867,10369763.1344703,668136506.693362,403432779.019138,24641472917.6346
0.7735,8869988.52785853,805446264.498738,572871994.794949,21702873343.4468
1.1602,7685850.39401144,792206876.257268,567484377.229117,19868561190.2296
1.547,7004433.06519961,749796206.615957,524652893.895684,18929573844.0369
1.9337,6760335.6970436,766031542.325604,536178493.626928,18601682349.0837
2.3205,6797517.4079698,782968893.797574,549011623.241934,18548682068.0266
2.7072,6867451.78187988,750564654.362864,517672749.632938,18371941961.8481
3.094,6986697.9190889,744608394.031684,510746390.825277,18310211925.1512
3.4807,7094205.60959121,762376244.161657,527228109.616363,18265264766.9105
3.8675,7166191.14542009,745343656.655213,511004220.830493,18153425274.8388
4.2542,7185051.16450231,731669195.499065,498468504.129911,17983872563.2459
4.641,7260510.97709977,749993124.372679,514333967.942569,18021008735.3198
5.0277,7272900.08902976,744542116.966426,509754918.092834,17895729466.9108
5.4144,7271496.93358012,731663041.437745,497911052.423976,17768806810.8957
5.8012,7262080.85099765,733602013.746034,500422384.195307,17680562248.4796
6.1879,7284320.54981581,726050915.682999,494069105.619652,17594050601.6386
6.5747,7266529.89912791,728607397.902475,495014150.548546,17522627577.2116
6.9614,7336393.92558353,715130522.554634,482723540.913619,17581809214.7892
7.3482,7203074.88846252,721749921.718069,492158286.178296,17313025016.9704
7.7349,7383640.3040828,720541250.584666,487276002.289363,17611095917.2816
8.1217,7241745.86917293,685682271.027289,457063374.741048,17253879447.2527
8.5084,7328047.00549504,723604753.579193,491023582.947079,17407322394.7157
8.8952,7254182.16369244,721734035.168582,493734907.71335,17247979363.2287
9.2819,7337326.50125926,711641699.096607,480409611.874386,17479723064.6873
9.6687,7221786.85959553,705954533.010902,478101254.019688,17264089984.4194
10.0554,7350012.65911241,710048631.249288,480553318.415356,17500667151.8174
10.4421,7254549.04525261,673825703.145504,451990616.375235,17184410179.222
10.8289,7101303.88367906,668280203.822672,448669535.113053,16907732001.7487
11.2156,7095542.74965317,693511493.473308,470514513.093781,16958973992.3023
11.6024,7279683.56056734,677205779.839609,455348789.81737,17152253152.4991
11.9891,7148168.29639196,650994302.489907,433348875.317562,16962262159.5811
12.3759,7100863.95496186,675762665.614115,454869570.585649,17087957143.6921
12.7626,7177355.22600124,664274422.825331,446598452.53018,17180948735.1802
13.1494,7128761.63422394,644705068.261351,428218360.43844,17164002833.5779
13.5361,7031394.5703747,644612353.322379,430613153.822074,17092556655.2213
13.9229,7010109.27835759,658486816.347324,446255285.129791,17098820157.8407
14.3096,7238893.78356804,651073411.104234,433471231.738617,17635535283.3786
14.6964,7023245.19878696,607405185.746973,402513437.222881,17083313624.4734
15.0831,7040211.38115206,651589916.127605,439918537.923155,17318157034.9014
15.4698,7009359.65152915,638042510.255442,426485291.951345,17293507013.8978
15.8566,6642006.69223436,567944244.248369,371500461.840257,16423301347.311
16.2433,6950311.98153344,659722163.497006,450306469.07886,17258642207.9844
16.6301,7159753.91837179,614272409.578422,404863311.479102,17619097856.7412
17.0168,6871613.51087207,569403180.844987,372400267.316944,16977324979.7436
17.4036,6760274.09927742,658391940.887552,454877048.011699,17022434513.5359
17.7903,6716877.20374352,510807476.386273,321448502.399911,16633558488.5277
18.1771,6971907.58767724,638937001.810359,431717480.11865,17389465412.4291
18.5638,6722698.65420587,509047076.061161,323821077.292003,16488178900.9084
18.9506,6683908.32107935,616845528.325557,416035193.442687,16823836807.7037
19.3373,6140332.21991968,480611486.932364,307869748.9853,15375650733.3539
19.7241,6638178.88257027,605821765.605914,406274964.549787,16700618046.7446
20.1108,6681612.2524848,525153082.620022,340624394.047443,16432388398.0101
20.4976,6830322.55303335,546718610.406434,355626509.556787,16836978652.0774
20.8843,6647263.79554541,563199197.308419,371822489.667949,16614268810.5975
21.271,6236809.01812038,462483181.199652,297193122.353947,15411139364.1765
21.6578,6263566.17694765,543410572.701257,358115827.873138,15896456991.9789
22.0445,6112601.46022831,511456019.224461,333470757.359093,15521554270.0505
22.4313,6143300.53600088,441797552.097828,282914587.116661,15082118302.7623
22.818,6465833.38750769,524016974.764283,340326382.785502,16155299630.4468
23.2048,6548224.96298662,499415601.107241,318215269.28231,16197957115.1335
23.5915,6143137.76350734,428233458.825888,274415788.592736,14923610248.1911
23.9783,6189940.57147858,473843032.046974,303883828.403544,15346184233.3925
24.365,6333787.70784081,486776782.155614,306534458.902558,15727059128.9141
24.7518,5848712.02986684,430446731.075465,274119446.014526,14357529341.9603
25.1385,5499034.93460664,383882504.689715,246189470.649742,13275881441.9535
25.5253,5838661.1976971,438924852.352116,273927400.523331,14367765397.526
25.912,6001895.50896456,443038371.298327,272334792.968113,14721219953.8958
26.2987,5686925.26854507,394779847.00575,245817688.900317,13748035669.4176
26.6855,5391522.520035,354403077.656063,224776200.674256,12931398163.0043
27.0722,5864070.23772015,403225762.660827,249875220.521322,14241921540.8196
27.459,6192450.11456366,431619082.914605,262848667.038983,15140472669.6722
27.8457,5921858.49605388,402836636.158294,246411144.212176,14483953560.129
28.2325,5348621.5934153,348493841.000456,217307600.637555,13066293973.4596
28.6192,5151489.17428575,321919160.983162,202992091.349056,12439186243.0142
29.006,5666512.35210982,362101652.188929,219845615.110108,13736410061.4025
29.3927,5935310.83079369,375076655.455609,220124173.4553,14412259883.4675
29.7795,5768562.3863158,355263707.509136,207096663.889244,13964494231.1956
30.1662,5217642.0561464,323200107.704076,193330238.229573,12683875564.2931
30.553,4743019.09420922,288365711.611587,176991118.517701,11449048613.7359
30.9397,4700683.67971313,279914403.806513,171897381.211975,11260159749.4775
31.3264,5305318.84757634,306356385.47846,177562793.590505,12578744650.8917
31.7132,5553289.28055378,317969502.607524,178970540.690164,13098087838.1669
32.0999,5557028.24347755,309265178.946743,171304248.880991,12989487415.7897
32.4867,5119515.59169165,284236708.72789,160345246.422634,11898029494.4536
32.8734,4578637.37362849,252218667.335331,145095166.933752,10714260541.9489
33.2602,4161803.24768452,230232958.193829,135548910.624689,9807657855.29827
33.6469,4142459.17489312,237230058.490063,141555839.33975,9800106188.7314
34.0337,4845571.47480069,253739014.140731,141233186.278541,11152009853.8228
34.4204,5297726.67250056,267208055.173189,144287755.037529,11948995028.2593
34.8072,5398310.92824354,269249931.17594,145262374.346132,11991915162.2196
35.1939,5285142.3660282,252514607.648848,133948959.282664,11674721433.3134
35.5807,4872500.81487518,243392643.1172,134506246.40691,10931885141.5531
35.9674,4260724.7037333,217061709.01834,123153154.67141,9780726548.28813
36.3541,3794588.07755019,212756441.450568,125944124.32912,9045153504.59563
36.7409,3462655.8971519,194643895.904616,116117910.744586,8402875370.09003
37.1276,3758785.00465422,212149375.273582,125349198.303353,9106651479.08419
37.5144,4466006.96217917,227325538.807423,128888227.599468,10385950618.6553
37.9011,4909201.55075757,237109436.491257,132685575.800511,11160604713.2334
38.2879,5130614.8272504,237308997.567516,130661038.465781,11529248944.8154
38.6746,5079739.74837359,240120138.297506,134992791.673316,11423739638.8042
39.0614,4818082.22844158,227337635.795082,128442033.793452,10886433829.8201
39.4481,4521461.88351959,218567840.833568,125252741.806679,10392815071.8821
39.8349,4077763.25882136,209879067.011656,125211615.033817,9615562609.68726
40.2216,3583501.3623448,201171977.679221,123063620.061104,8815497204.75146
40.6084,3194319.63617,186111517.759335,115232744.275085,8097494052.53126
40.9951,2931395.16271433,184838920.066398,116775910.371458,7693026420.50828
41.3818,3003895.24654912,190291834.312644,120520630.118316,7800344064.73214
41.7686,3469677.7855867,195365261.860167,119519454.781187,8535427791.14268
42.1553,4014383.6033385,204271831.487192,121370868.203539,9383672877.87137
42.5421,4262223.24462188,217105141.498725,132011656.728954,9845142714.23892
42.9288,4553526.53832974,223521878.742442,134189429.342811,10414703919.9124
43.3156,4540223.46781367,218787949.836772,132358400.099676,10388717348.4801
43.7023,4504933.72665904,222501550.5455,136479952.920478,10361065180.8426
44.0891,4330431.36143671,217105466.457146,134323846.467763,10060708209.1136
44.4758,4082273.44232318,205792587.110657,127835141.28273,9627424080.13757
44.8626,3767115.87375332,203991071.892378,129307107.584148,9085482120.28898
45.2493,3508410.31626963,197340721.471938,126996810.262184,8589721180.44966
45.6361,3169042.69288174,184501927.513793,119381902.175499,7928249133.32707
46.0228,2953617.63890933,182583192.085455,119295896.453818,7599511621.77398
46.4095,2696005.98005701,182995258.345327,123420724.552066,7153465990.75582
46.7963,2519606.29267589,172490144.211682,116221955.625208,6840340706.83914
47.183,2432188.89556023,166667928.852025,111546269.344668,6618036511.60557
47.5698,2509441.10818325,181016001.83293,123694686.861473,6788926976.71122
47.9565,2827559.00192762,181774637.753039,121952833.787932,7312764074.41105
48.3433,3063068.67210476,179799872.580713,118569711.639399,7797772024.22008
48.73,3298395.33722386,209486218.657541,142541929.124323,8384075262.76863
49.1168,3512868.18092915,204454797.801827,136498240.170905,8799348280.68112
49.5035,3571437.57768151,195970158.24269,130013864.576735,8929446853.38254
49.8903,3585850.09221229,225063620.63681,156012951.194837,9103223905.64192
50.277,3671887.39338865,200438140.161319,132328387.039305,9236167984.44223
50.6638,3650322.11558595,207128788.564387,140340126.009484,9194711190.24591
51.0505,3506157.25364518,217724419.125045,152803790.528634,8983404787.66877
51.4372,3430138.56715997,196833448.136171,132799427.144619,8833998619.09861
51.824,3440578.2105345,220110329.742882,153224408.066016,8879868867.05013
52.2107,3243892.80568658,185364768.899783,126084788.868185,8368811726.28133
